Time (s),Color,Throttle,Steering
2.827997922897339,red,0.0,0.0
2.990333318710327,red,0.03693714686802455,-0.35375
3.0749166011810303,red,0.038400001525878906,-0.33875000000000005
3.1209607124328613,red,0.03776000431605748,-0.3425
3.177189588546753,red,0.038262857709612165,-0.34125000000000005
3.2307956218719482,red,0.03766857147216797,-0.34375
3.2865543365478516,red,0.03794285910470145,-0.3425
3.334959030151367,red,0.03812571934291295,-0.34
3.3839597702026367,red,0.03780571528843471,-0.3425
3.437016725540161,red,0.038308574131556916,-0.34375
3.479672431945801,red,0.03712000165666853,-0.35625
3.5393483638763428,red,0.03780571528843471,-0.34625
3.6036431789398193,red,0.03702857426234654,-0.35625
3.6667497158050537,red,0.03716571807861328,-0.35625
3.7376296520233154,red,0.03776000431605748,-0.34500000000000003
3.804501533508301,red,0.0,-0.36375
3.873581886291504,red,0.0,-0.28625
3.9421327114105225,red,0.0,-0.22875
4.001845121383667,red,0.0,-0.19625
4.065187454223633,red,0.0,-0.16875
4.133256673812866,red,0.0,-0.15375000000000003
4.1992552280426025,red,0.0,-0.12375000000000001
4.267178058624268,red,0.0,-0.10375000000000001
4.332305669784546,red,0.0,-0.0975
4.400237083435059,red,0.0,-0.09250000000000001
4.4639668464660645,red,0.008000000544956752,-0.09375
4.531796455383301,red,0.008137144361223493,-0.09625
4.597126245498657,red,0.008548571722848076,-0.10500000000000001
4.66536283493042,red,0.008182858058384488,-0.09250000000000001
4.731078624725342,red,0.008685715539114815,-0.1075
4.799405336380005,red,0.00900571550641741,-0.11750000000000001
4.867118835449219,red,0.010057144165039063,-0.1325
4.9331419467926025,red,0.0,-0.14250000000000002
4.998053550720215,red,0.011565715244838171,-0.1575
5.06537389755249,red,0.01220571517944336,-0.16125
5.1309802532196045,red,0.0123428589957101,-0.16875
5.19870138168335,red,0.012480000087193079,-0.17250000000000001
5.264596700668335,red,0.012251428876604353,-0.16875
5.331972360610962,red,0.012160001482282365,-0.1675
5.397601842880249,red,0.012114287785121374,-0.17
5.467947244644165,red,0.012480000087193079,-0.17250000000000001
5.532584190368652,red,0.012845715114048549,-0.17875000000000002
5.5988569259643555,red,0.013302857535226005,-0.18500000000000003
5.665896415710449,red,0.013851430075509208,-0.18875
5.732612609863281,red,0.014125714983258928,-0.195
5.79753303527832,red,0.01581714357648577,-0.205
5.867077827453613,red,0.016502857208251953,-0.20750000000000002
5.935924291610718,red,0.0,-0.20625000000000002
5.998622894287109,red,0.015771429879324776,-0.205
6.063843011856079,red,0.0,-0.195
6.132246255874634,red,0.016731431143624444,-0.215
6.197503328323364,red,0.015908573695591517,-0.21375000000000002
6.265425682067871,red,0.0,-0.2025
6.330906391143799,red,0.0,-0.20625000000000002
6.399744987487793,red,0.0,-0.21000000000000002
6.46363377571106,red,0.0,-0.20750000000000002
6.531863451004028,red,0.0,-0.20750000000000002
6.597655296325684,red,0.016457143511090958,-0.20875
6.665950059890747,red,0.016640001024518694,-0.20875
6.731400489807129,red,0.016548573630196708,-0.20875
6.799703359603882,red,0.0,-0.20875
6.865629434585571,red,0.015314287458147323,-0.20875
6.932525634765625,red,0.0,-0.20875
6.999095916748047,red,0.01618285860334124,-0.21250000000000002
7.065508127212524,red,0.0,-0.2175
7.130375862121582,red,0.017691429683140344,-0.22250000000000003
7.198848247528076,red,0.01773714338030134,-0.22875
7.263890027999878,red,0.017691429683140344,-0.22999999999999998
7.3349831104278564,red,0.0,-0.23125
7.404649496078491,red,0.017920000893729075,-0.23375
7.469871520996094,red,0.019337144579206194,-0.23750000000000002
7.530910491943359,red,0.020205715724400112,-0.24625
7.600776195526123,red,0.0,-0.255
7.664300918579102,red,0.0,-0.26375000000000004
7.732599258422852,red,0.0,-0.27
7.797608137130737,red,0.0,-0.27375
7.865498781204224,red,0.0,-0.27625000000000005
7.931111574172974,red,0.0,-0.2775
7.997819900512695,red,0.0,-0.28125
8.066427230834961,red,0.0,-0.28250000000000003
8.131925106048584,red,0.0,-0.28250000000000003
8.19754958152771,red,0.0,-0.28250000000000003
8.265589475631714,red,0.0,-0.28500000000000003
8.331296920776367,red,0.0,-0.28500000000000003
8.398901462554932,red,0.08,-0.28375
8.46455454826355,red,0.0,-0.28375
8.531750440597534,red,0.08,-0.28375
8.597367286682129,red,0.0,-0.28500000000000003
8.666543006896973,red,0.0,-0.28375
8.730409860610962,red,0.0,-0.28375
8.80138349533081,red,0.0,-0.28375
8.865217924118042,red,0.0,-0.28375
8.93320107460022,red,0.0,-0.28375
8.998976945877075,red,0.0,-0.28375
9.06509017944336,red,0.0,-0.28500000000000003
9.131758689880371,red,0.0,-0.28500000000000003
9.197924375534058,red,0.0,-0.28875
9.265269994735718,red,0.08,-0.29375
9.333730220794678,red,0.08,-0.30000000000000004
9.39743971824646,red,0.0,-0.30125
9.465322732925415,red,0.0,-0.2925
9.530714511871338,red,0.0,-0.29375
9.598270654678345,red,0.0,-0.29375
9.66391110420227,red,0.0,-0.29375
9.731850862503052,red,0.0,-0.28125
9.797925233840942,red,0.0,-0.26875
9.864829540252686,red,0.0,-0.255
9.9305419921875,red,0.020068571908133374,-0.24625
9.997976064682007,red,0.019840000697544644,-0.23875000000000002
10.063342571258545,red,0.0,-0.22625000000000003
10.130931377410889,red,0.0,-0.22375
10.19649052619934,red,0.015862857273646766,-0.21375000000000002
10.265187501907349,red,0.0,-0.205
10.330018281936646,red,0.014171428680419922,-0.19375
10.399561643600464,red,0.013211430140904017,-0.18500000000000003
10.463988780975342,red,0.0,-0.17375000000000002
10.531353235244751,red,0.012480000087193079,-0.1675
10.597101211547852,red,0.011977143968854631,-0.15500000000000003
10.664986610412598,red,0.010971429007393974,-0.14625
10.730336666107178,red,0.010742857796805245,-0.13625
10.798220157623291,red,0.0,-0.1275
10.86439323425293,red,0.008914286749703544,-0.11000000000000001
10.931555271148682,red,0.008228571755545479,-0.09875
10.998265266418457,red,0.0,-0.08375
11.065134763717651,red,0.008045715604509627,-0.09375
11.131234407424927,red,0.0070857157026018415,-0.07125000000000001
11.19796895980835,red,0.0068571431296212335,-0.06
11.264783143997192,red,0.006720000675746372,-0.052500000000000005
11.33112120628357,red,0.00617142949785505,-0.046250000000000006
11.39720892906189,red,0.005760000773838588,-0.04125
11.464617490768433,red,0.005714287076677594,-0.03625
11.532455682754517,red,0.005714287076677594,-0.04000000000000001
11.601350545883179,red,0.0,-0.045000000000000005
11.666385173797607,red,0.006262858254568918,-0.0475
11.735829830169678,red,0.0068571431296212335,-0.0625
11.796947956085205,red,0.006902858189174107,-0.0675
11.864571809768677,red,0.006720000675746372,-0.07125000000000001
11.93022608757019,red,0.0,-0.08125
11.999189853668213,red,0.0,-0.08375
12.06760025024414,red,0.0,-0.08750000000000001
12.131621837615967,red,0.0,-0.095
12.196950912475586,red,0.0,-0.09875
12.264343500137329,red,0.0,-0.10125
12.332197666168213,red,0.0,-0.08750000000000001
12.397505044937134,red,0.0,-0.045000000000000005
12.467283487319946,red,0.0,-0.025
12.531667947769165,red,0.0,-0.00375
12.59733247756958,red,0.0,0.018750000000000003
12.664477825164795,red,0.0,0.0325
12.730067491531372,red,0.0,-0.011250000000000001
12.798534870147705,red,0.0,0.0012500000000000002
12.866025447845459,red,0.03542857578822545,0.013750000000000002
12.931116580963135,red,0.0,0.05625
12.998157262802124,red,0.0,0.057499999999999996
13.064677476882935,red,0.0,0.06625
13.130555629730225,red,0.0,0.08000000000000002
13.19827151298523,red,0.0,0.10500000000000001
13.266793966293335,red,0.0,0.11625000000000002
13.334226846694946,red,0.0,0.11875000000000001
13.400682210922241,red,0.0,0.12250000000000001
13.467877626419067,red,0.0,0.09875
13.534260272979736,red,0.0,0.09375
13.60061264038086,red,0.005760000773838588,0.065
13.66584825515747,red,0.003748572213309152,0.027500000000000004
13.734012365341187,red,0.0019200011662074499,-0.07500000000000001
13.79921555519104,red,0.0041142858777727396,0.008749999999999999
13.866699457168579,red,0.0042057146344866075,0.0075
13.931607246398926,red,0.004388572147914342,0.005000000000000001
13.999407768249512,red,0.004708572115216936,-0.008749999999999999
14.0658700466156,red,0.008777144295828683,-0.1075
14.132073402404785,red,0.004937143325805664,-0.0125
14.19756555557251,red,0.005165714536394392,-0.02125
14.265498638153076,red,0.005257143293108259,-0.02375
14.3309805393219,red,0.005577143260410854,-0.0325
14.39967942237854,red,0.006080000741141183,-0.0475
14.464312553405762,red,0.0,-0.05500000000000001
14.535465478897095,red,0.0068571431296212335,-0.061250000000000006
14.60291051864624,red,0.0070857157026018415,-0.0725
14.669140338897705,red,0.007954286847795759,-0.085
14.731296300888062,red,0.00786285809108189,-0.08750000000000001
14.7989182472229,red,0.0,-0.10125
14.863890409469604,red,0.00873142923627581,-0.1075
14.931380987167358,red,0.008777144295828683,-0.10875
14.996519804000854,red,0.009188573019845145,-0.1125
15.064915418624878,red,0.00900571550641741,-0.11499999999999999
15.130708456039429,red,0.009554286684308733,-0.12375000000000001
15.197735786437988,red,0.011474287850516183,-0.15500000000000003
15.26328730583191,red,0.011428571428571429,-0.15500000000000003
15.331159114837646,red,0.009645715441022601,-0.12250000000000001
15.396958112716675,red,0.00950857298714774,-0.12250000000000001
15.464630842208862,red,0.009417144230433872,-0.12125
15.530600547790527,red,0.0,-0.11875000000000001
15.597608804702759,red,0.009462857927594867,-0.11499999999999999
15.663484334945679,red,0.00886857305254255,-0.1075
15.731220006942749,red,0.00886857305254255,-0.11125000000000002
15.797111988067627,red,0.00886857305254255,-0.1075
15.86502456665039,red,0.008685715539114815,-0.10375000000000001
15.930516242980957,red,0.008045715604509627,-0.095
15.9976065158844,red,0.00745142936706543,-0.08875
16.06907892227173,red,0.007542858123779297,-0.08375
16.131051778793335,red,0.007405715669904437,-0.07750000000000001
16.19696354866028,red,0.007131429399762836,-0.06999999999999999
16.265454292297363,red,0.007268571853637696,-0.07375000000000001
16.33112597465515,red,0.006720000675746372,-0.06625
16.40017294883728,red,0.0068571431296212335,-0.06625
16.463788509368896,red,0.006765715735299247,-0.06375
16.53132963180542,red,0.0,-0.0675
16.596853017807007,red,0.00681142943246024,-0.0675
16.66543936729431,red,0.0068571431296212335,-0.0675
16.73188877105713,red,0.0069942869458879744,-0.06999999999999999
16.79839324951172,red,0.0070400006430489685,-0.0675
16.86351990699768,red,0.0,-0.1075
16.93168592453003,red,0.007131429399762836,-0.07125000000000001
16.99729633331299,red,0.006948571886335101,-0.07125000000000001
17.06496787071228,red,0.007131429399762836,-0.06999999999999999
17.130629539489746,red,0.008822857992989677,-0.10625000000000001
17.19794988632202,red,0.0069942869458879744,-0.06999999999999999
17.264023780822754,red,0.007222858156476703,-0.06999999999999999
17.331612825393677,red,0.006765715735299247,-0.06999999999999999
17.39741563796997,red,0.006948571886335101,-0.06875
17.46646761894226,red,0.0070857157026018415,-0.06875
17.530438899993896,red,0.0070857157026018415,-0.06999999999999999
17.599334955215454,red,0.0070857157026018415,-0.06875
17.663578033447266,red,0.006902858189174107,-0.07125000000000001
17.731435298919678,red,0.007131429399762836,-0.07125000000000001
17.797028064727783,red,0.007131429399762836,-0.07125000000000001
17.86481022834778,red,0.007131429399762836,-0.0725
