Time (s),Color,Throttle,Steering
0.0622708797454834,green,0.08,-0.34750000000000003
0.7255339622497559,green,0.08,-0.23250000000000004
0.8572018146514893,green,0.08,-0.19125000000000003
0.9396810531616211,green,0.08,-0.16375
1.0000979900360107,green,0.08,-0.15125
1.1474015712738037,green,0.08,-0.11625000000000002
1.2338273525238037,green,0.0,-0.10375000000000001
1.3131401538848877,green,0.0,0.0
1.3911945819854736,green,0.08,0.1125
1.530243158340454,green,0.08,0.11375
1.6255650520324707,green,0.08,0.09250000000000001
1.7102067470550537,green,0.08,0.08375
1.7737219333648682,green,0.08,0.08375
1.8370263576507568,green,0.08,-0.0625
1.9067723751068115,green,0.08,-0.07125000000000001
1.9931111335754395,green,0.08,-0.07375000000000001
2.0938193798065186,green,0.08,-0.07125000000000001
2.2421183586120605,green,0.08,-0.06
2.317667007446289,green,0.08,0.046250000000000006
2.3838484287261963,green,0.0,0.04875
2.4582929611206055,green,0.08,0.09250000000000001
2.5260276794433594,green,0.08,0.061250000000000006
2.6162352561950684,green,0.08,0.0625
2.7247982025146484,green,0.08,-0.015
2.8136863708496094,green,0.08,-0.015
2.868166208267212,green,0.08,-0.015
2.963550329208374,green,0.08,-0.015
3.0466761589050293,green,0.08,-0.0075
3.189622402191162,green,0.08,-0.0
3.2614259719848633,green,0.08,-0.0025000000000000005
3.350295066833496,green,0.0,0.0012500000000000002
3.45870304107666,green,0.08,0.011250000000000001
3.546170473098755,green,0.08,0.015
3.640599250793457,green,0.08,0.0125
3.706522226333618,green,0.08,0.0025000000000000005
3.7605185508728027,green,0.08,0.10625000000000001
3.8390583992004395,green,0.08,0.05500000000000001
3.9288644790649414,green,0.08,0.0025000000000000005
4.043377876281738,green,0.08,-0.28375
4.210421800613403,green,0.0,-0.22875
4.294077634811401,green,0.0,-0.20375000000000001
4.423279285430908,green,0.08,0.17125
4.589538812637329,green,0.0,-0.2175
4.683513402938843,green,0.0,-0.21000000000000002
4.77690863609314,green,0.0,-0.21125
4.909079074859619,green,0.0,-0.21000000000000002
5.028523206710815,green,0.0,-0.21125
5.1111109256744385,green,0.08,-0.20750000000000002
5.1996424198150635,green,0.0,-0.20750000000000002
5.292214393615723,green,0.0,-0.21375000000000002
5.462012052536011,green,0.0,-0.20625000000000002
5.581647157669067,green,0.0,-0.20875
5.718774795532227,green,0.0,-0.205
5.774230003356934,green,0.0,-0.21000000000000002
5.89138388633728,green,0.0,-0.21375000000000002
6.0320518016815186,green,0.0,-0.21000000000000002
6.124747276306152,green,0.0,-0.2175
6.184311628341675,green,0.0,-0.21375000000000002
6.277991771697998,green,0.0,-0.21125
6.3882904052734375,green,0.08,0.14375000000000002
6.475294589996338,green,0.03981714521135603,-0.21375000000000002
6.565220355987549,green,0.0,-0.21375000000000002
6.62900710105896,green,0.08,-0.39125000000000004
6.708636999130249,green,0.0,-0.20875
6.79275369644165,green,0.08,-0.39
6.863847970962524,green,0.08,-0.385
6.939576864242554,green,0.08,-0.38125000000000003
7.013559341430664,green,0.08,-0.375
7.0671679973602295,green,0.08,-0.37000000000000005
7.1233789920806885,green,0.08,-0.35000000000000003
7.2093236446380615,green,0.08,-0.33125000000000004
7.290361166000366,green,0.08,-0.31125
7.369939804077148,green,0.08,-0.28125
7.457716941833496,green,0.08,-0.25625000000000003
7.542913198471069,green,0.08,-0.22625000000000003
7.598345041275024,green,0.08,-0.21250000000000002
7.64534854888916,green,0.08,-0.20375000000000001
7.703113555908203,green,0.08,-0.18875
7.797260999679565,green,0.08,-0.16625
7.922821283340454,green,0.08,-0.135
8.016990184783936,green,0.08,0.00625
8.073665857315063,green,0.0,0.01625
8.12218165397644,green,0.08,0.03
8.177561521530151,green,0.08,0.03625
8.280633211135864,green,0.08,0.045000000000000005
8.35538363456726,green,0.08,0.0425
8.448859453201294,green,0.08,0.046250000000000006
8.536328792572021,green,0.08,-0.07375000000000001
8.594727277755737,green,0.08,0.025
8.65744137763977,green,0.08,0.05125
